prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance
67d48d2462c72f8a426c892d,35-44,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$40,000 - $49,999",Moderate
672eb611e409e9fe3b35547a,45-54,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$30,000 - $39,999",Very conservative
5f32e865bd94490a64d9c9f5,35-44,Male,Christianity,White or Caucasian,Secondary education (e.g. GED/GCSE),English,Urban,"Less than $10,000",Conservative
588e02b13326830001bc29cd,35-44,Female,No Religion,White or Caucasian,High school diploma/A-levels,English,Rural,"$20,000 - $29,999",Conservative
66d87f47973160be7e3f8e3b,55-64,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$90,000 - $99,999",Conservative
67f01887c5d3ec373eef1c01,35-44,Male,No Religion,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$100,000 - $149,999",Conservative
67b8d857233ab320f8b2879e,25-34,Male,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$60,000 - $69,999",Very conservative
6737ec89389ac9b1b64baae5,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Conservative
67ec6ca32e469e4627f12a13,18-24,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"Less than $10,000",Very liberal
5c95493ddd325800166f838a,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"Less than $10,000",Conservative
67cf2180229822434560c6a2,25-34,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Conservative
64136da866ff27f7bf98cfe0,35-44,Male,No Religion,Asian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Very liberal
665f4a8236d81b9f154a1b08,55-64,Female,No Religion,White or Caucasian,High school diploma/A-levels,English,Rural,"$40,000 - $49,999",Liberal
67a66096bc5b99e5261aefc5,25-34,Male,No Religion,Black or African American,Secondary education (e.g. GED/GCSE),English,Urban,"Less than $10,000",Conservative
66a9f9fffd341dfea501d53b,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Liberal
663830652ead422f1f77471a,45-54,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,"$20,000 - $29,999",Moderate
67d5d7068c0132f8de37783d,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Liberal
675cea702f502a38208af466,45-54,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$80,000 - $89,999",Very liberal
65ebbbc0a6328372037a40c1,45-54,Female,Christianity,Black or African American,Technical/community college,English,Urban,"$40,000 - $49,999",Very liberal
675b5a018aee2cdaa845806b,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Conservative
67df44ca830bd73a7d534815,25-34,Male,Christianity,Asian and White,High school diploma/A-levels,English,Suburban,"$10,000 - $19,999",Moderate
67d2052821fae6924b55887c,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Conservative
67e55ca053819c4fb294ee74,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$90,000 - $99,999",Conservative
67e4e5e1a1ac540ea5b20f8f,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Conservative
65ea07640789aa859a5e01fd,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Conservative
66d9869a4e9051cdf5d16fa3,35-44,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"$80,000 - $89,999",Moderate
5bf6fc936c445d0001aeba98,35-44,Male,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$100,000 - $149,999",Conservative
674f97fef70c3dd15d138c3e,35-44,Male,Spiritual but not religious,Hispanic or Latino,Graduate degree (MA/MSc/MPhil/other),"English, Spanish",Suburban,Rather not say,Conservative
67ee875cf41fee35fe817ad9,55-64,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very liberal
67ace8cce568887049062a53,25-34,Female,Christianity,American Indian or Alaska Native,Undergraduate degree (BA/BSc/other),English,Rural,"$70,000 - $79,999",Conservative
67ec7012f63d646fa7f33bbf,18-24,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$90,000 - $99,999",Very conservative
67d895ed429873a3dc613a26,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$90,000 - $99,999",Conservative
67cf3686c16bdf3ba13a2d9b,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Very conservative
67f0c5937c9c5092a7abf985,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative
558ffe16fdf99b3f7aada34d,35-44,Female,No Religion,White or Caucasian,Technical/community college,English,Rural,"$10,000 - $19,999",Very liberal
6718343c82dda1264ded40d6,65-74,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$90,000 - $99,999",Liberal
671c0db7ec53e63a24280fb2,18-24,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$70,000 - $79,999",Very conservative
663fb22b9964b86cf2dbbf95,25-34,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Liberal
6762d29bf8f9712a46c73b62,55-64,Female,No Religion,American Indian or Alaska Native,High school diploma/A-levels,English,Urban,"$30,000 - $39,999",Liberal
663bdaa8efe54667f41a46ca,55-64,Male,Agnostic,White or Caucasian,Technical/community college,English,Suburban,"$90,000 - $99,999",Moderate
67e971fe972a4be474579d18,35-44,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),"English, Swahili",Suburban,"$100,000 - $149,999",Liberal
67f020ded233a50f479c4c87,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$40,000 - $49,999",Moderate
67a7460f140d97736b4ce063,55-64,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Conservative
673b138dd177a7bf936e4a26,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Very liberal
67e3fd3008c832a0d63d0627,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Very conservative
67ac95764f3091a540c69b5b,25-34,Female,Spiritual but not religious,Hispanic or Latino,Technical/community college,English,Urban,"$30,000 - $39,999",Conservative
67f0eee45788cabdae58ed24,45-54,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Moderate
660d94c2c3133c25e6eba033,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"Less than $10,000",Very conservative
67d75f1ff8a898b755874144,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Very conservative
6716f188b131fa30ab5365c2,35-44,Male,Christianity,White or Caucasian,Technical/community college,English,Rural,"$80,000 - $89,999",Conservative
67c37c3b96c341a7dd652a20,45-54,Male,Pagan,White or Caucasian,No formal qualifications,English,Suburban,"$10,000 - $19,999",Conservative
5b87dd09019cf60001a115b3,25-34,Male,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$50,000 - $59,999",Moderate
66aa85dfa453aa698141fe25,45-54,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Conservative
66ecc9f27b3ec5983cf928d4,18-24,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$40,000 - $49,999",Very conservative
6574b8b5969f1bd9c2ed876f,25-34,Non-Binary,Spiritual but not religious,mixed: white and black,Undergraduate degree (BA/BSc/other),English,Suburban,"$20,000 - $29,999",Very liberal
661ec48c618b7a27e5a9077a,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Very conservative
67d8f23eddf3649101cf43b0,18-24,Female,No Religion,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$90,000 - $99,999",Very conservative
67d719a3ce873429d3a4ef06,25-34,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Liberal
5ba6d507cf54e40001c45aaf,35-44,Male,No Religion,mixed black/white,High school diploma/A-levels,English,Suburban,"$70,000 - $79,999",Moderate
65c18fcd129b1d0151b9e817,35-44,Female,Spiritual but not religious,Black or African American,Undergraduate degree (BA/BSc/other),English,Rural,"$40,000 - $49,999",Moderate
6691bc059b0182b0bdd7d682,55-64,Male,Christianity,mixed: Black/White,Undergraduate degree (BA/BSc/other),English,Rural,"$20,000 - $29,999",Conservative
66f0834cfafc555056a7818a,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Conservative
66fe8d29dad24a428a3120e9,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$100,000 - $149,999",Conservative
67dbcd7722043bf1d1671b92,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Conservative
67e57570814ffb2111a0b46d,55-64,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$10,000 - $19,999",Moderate
67ab596936b58c119548d589,35-44,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Liberal
66d257bc5bc135b6cf963f02,25-34,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$70,000 - $79,999",Moderate
646b776eca37542a899c1de5,55-64,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,Rather not say,Very conservative
66b3c498d77bba8cb7e9800e,25-34,Male,Spiritual but not religious,Asian,Undergraduate degree (BA/BSc/other),"English, Korean",Suburban,"$30,000 - $39,999",Moderate
67cb01a82dda2577eb6ee320,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$60,000 - $69,999",Moderate
666fb6f24d1c14f333eb4a0a,45-54,Male,Agnostic,Asian,Undergraduate degree (BA/BSc/other),English,Urban,"$80,000 - $89,999",Liberal
67d82d65382b954d7889dd8e,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Very conservative
663913a30dfec86f2b19cd9b,55-64,Male,No Religion,black and white,Undergraduate degree (BA/BSc/other),English,Rural,"$100,000 - $149,999",Moderate
67511ed5a097322f28dadcef,35-44,Female,Spiritual but not religious,Black or African American,Technical/community college,English,Urban,"$20,000 - $29,999",Moderate
677ccd9214464a6853c612d4,18-24,Male,Buddhism,White or Caucasian,High school diploma/A-levels,"English, Spanish",Urban,"$40,000 - $49,999",Moderate
651865050634b0ca55fc0d0d,35-44,Male,Christianity,Asian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Conservative
6738cce251a1a217e308d017,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Moderate
67e5631a65e07f08fb76eac0,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative
67cc89b714c44c3c7d4756f5,25-34,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Liberal
66647dac6b4645950f758d55,65-74,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,small town,"$70,000 - $79,999",Very liberal
657c847339bbb2c8238df1c7,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Very conservative
67f241efa2759404677d6380,45-54,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative
66ab8b2fcd17e40df30e6851,55-64,Female,Spiritual but not religious,White or Caucasian,High school diploma/A-levels,English,Suburban,"$60,000 - $69,999",Libertarian
67dca3ab5e7374bfad603e28,65-74,Female,No Religion,White or Caucasian,Technical/community college,English,Urban,"$10,000 - $19,999",Conservative
663d1e842efe0b27087f52cb,45-54,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$10,000 - $19,999",Moderate
67d10200d80c3405f93783de,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Conservative
671bf57baf2c2374636a8c4d,45-54,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Very conservative
662d2ad2170e7e2644a28e3f,55-64,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$40,000 - $49,999",Conservative
67ab4c96d56f007fc8ce032b,35-44,Female,No Religion,White or Caucasian,Technical/community college,English,Suburban,"$90,000 - $99,999",Conservative
67c9aee3e124597db0168dde,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$90,000 - $99,999",Liberal
665dbf6187c7a6928c4ea604,65-74,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$90,000 - $99,999",Very conservative
64509bfcd8d8b7e61f801e95,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$100,000 - $149,999",Liberal
6100b94f1750b9db274684c7,18-24,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"More than $150,000",Very conservative
664925f5dac2a21296428a6f,25-34,Female,Christianity,Asian,Undergraduate degree (BA/BSc/other),English,Suburban,"$40,000 - $49,999",Liberal
65f8addbb2e24e6a91bf7911,45-54,Male,Christianity,White / Japanese,Technical/community college,English,Suburban,"$50,000 - $59,999",Moderate
673378009f99d14c232c1f2b,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$90,000 - $99,999",Conservative
67d36708a7ca7a13dbc0bce1,35-44,Female,No Religion,Mixed race,Technical/community college,English,Suburban,"$10,000 - $19,999",Very conservative
66bfdc082ffe8d45b60263a6,45-54,Female,Spiritual but not religious,White or Caucasian,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Moderate
6623a12230812b46eef471a6,35-44,Male,Christianity,Black or African American,Technical/community college,English,Suburban,"$50,000 - $59,999",Conservative
67e189771bc222a578bdc964,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"More than $150,000",Conservative
67e436873d103045f4098a1a,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Liberal
603d6ae665fbaacb5621ede2,25-34,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Very conservative
67efdfc129f284b5171c6746,25-34,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Very liberal
6684db738d028d5bddf6bc08,55-64,Female,Spiritual but not religious,White or Caucasian,Technical/community college,English,Rural,"$20,000 - $29,999",Moderate
67e85293838498c32f421d69,18-24,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$30,000 - $39,999",Conservative
67d7177dcabeb781cfffab9b,25-34,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Very conservative
5d0d16d991270800010b7dd7,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Liberal
66f878234e0e0f8629c315c0,25-34,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$100,000 - $149,999",Moderate
66391d57fb3b8bc9fbe7bbbe,25-34,Female,Islam,Asian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$90,000 - $99,999",Very conservative
6791a8549ed23cc3997dd33a,55-64,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Liberal
5d8998025e8a740001d6e2f1,45-54,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$70,000 - $79,999",Liberal
67c9e12970245699c2237d09,18-24,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Conservative
6624638357b56eb340c8f109,55-64,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"$10,000 - $19,999",Moderate
67eab317b6f969b3df440160,35-44,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very liberal
67e9c5ae31da35e759d17d8f,55-64,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$50,000 - $59,999",Conservative
6119f2f6a0b020eb3941b3e1,25-34,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"Less than $10,000",Very liberal
670feba2e636f738625aa72d,35-44,Female,Christianity,White or Caucasian,Technical/community college,English,Urban,"$90,000 - $99,999",Moderate
67f08fe4e63319ca9198955f,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Conservative
67ff882a81863323a287467e,35-44,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$20,000 - $29,999",Conservative
67eae4ce34403db149dc2dd4,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Conservative
600e13b23c75bc67ab184745,35-44,Female,Christianity,White or Caucasian,Technical/community college,English,Suburban,"$80,000 - $89,999",Conservative
6674ceb52df5855822fe8879,18-24,Male,No Religion,Hispanic or Latino,High school diploma/A-levels,English,Urban,"$50,000 - $59,999",Conservative
65c0ed76e2e195876cfd9b74,55-64,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Very conservative
668ec6d806bc125c6a6e71a5,55-64,Female,Spiritual but not religious,White or Caucasian,Technical/community college,English,Rural,"$10,000 - $19,999",Conservative
596a4e2c2dcbae0001d961d2,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Very conservative
670075d557d79b4cef60c761,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$20,000 - $29,999",Conservative
67ed3f925d358a67d6b10ca6,25-34,Male,Spiritual but not religious,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$50,000 - $59,999",Liberal
5d4ac837d2844e0001ecf699,35-44,Female,Christianity,Hispanic or Latino,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Moderate
5fa45d41eb5d570b4841254d,45-54,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$60,000 - $69,999",Very conservative
67e668ddac4fbafcd08ae073,25-34,Female,Christianity,Black or African American,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Liberal
67dde59c8fa2e81dc4f6a115,18-24,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Conservative
67f2fbf1863f35779e34ee1f,55-64,Male,Christianity,Black or African American,Technical/community college,English,Urban,"$60,000 - $69,999",Very conservative
67d9ef972bfc2e77450362b5,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Very conservative
67dd5c3633b160a7ec0f92fe,45-54,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$70,000 - $79,999",Conservative
676d3cd4b42692059da2aed5,35-44,Male,Buddhism,White or Caucasian,High school diploma/A-levels,English,Suburban,"$30,000 - $39,999",Very conservative
65d7dec4216af6591f2ca6dc,35-44,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$30,000 - $39,999",Moderate
67e8282387a710f6404aeb35,55-64,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$70,000 - $79,999",Conservative
65b6f5c6e486ad712c7c9780,18-24,Non-Binary,No Religion,White or Caucasian,High school diploma/A-levels,English,Suburban,Rather not say,Very liberal
622a42c21de0c55ba18a2acb,55-64,Female,Spiritual but not religious,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$80,000 - $89,999",Conservative
67d9b1d6c1ac9cc9232f4e5b,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$40,000 - $49,999",Liberal
67e96064e96d381fb2742cec,18-24,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Liberal
67f1902302b7cf99606d07b2,35-44,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Liberal
5ccedad53734bb001b27a68b,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$60,000 - $69,999",Conservative
67ed8799d312ce968a00692b,45-54,Female,Christianity,Black or African American,Doctorate degree (PhD/other),English,Urban,"$60,000 - $69,999",Very liberal
67d9bc26fac028fdc13b44d6,18-24,Female,Christianity,Black or African American,Technical/community college,English,Urban,"$30,000 - $39,999",Liberal
67df3cab7afcdb449190b3b7,55-64,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Conservative
67e5da8fcc0632cdb901af2b,18-24,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$30,000 - $39,999",Liberal
677fe1175d44d857c04a4ac3,55-64,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Suburban,"$100,000 - $149,999",Conservative
67a517b3ce9ad5ca6839e028,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Liberal
67cc8c02dfc2f3a96280c152,45-54,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Conservative
67e32e6e3c45b8246a0af9fc,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"More than $150,000",Very conservative
675c7d17ba2c505d67f1b97a,35-44,Female,Christian and Spiritual,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$50,000 - $59,999",Very liberal
6150f3191250f2a12a607e82,65-74,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Liberal
67e179670eb61f2cda112eaf,18-24,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$40,000 - $49,999",Very conservative
67f03209ccb6f27a49e7903d,65-74,Female,No Religion,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$60,000 - $69,999",Very conservative
62b9c2f1e55fe9f17dfedc5d,45-54,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Rural,"$10,000 - $19,999",Moderate
67f157bce77992678f9b9f5a,45-54,Male,Spiritual but not religious,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$70,000 - $79,999",Moderate
67eab991092b76c430986172,25-34,Male,Christianity,Black or African American,Doctorate degree (PhD/other),English,Urban,"$100,000 - $149,999",Conservative
678d740cc2e4b4cd6e5a48a8,35-44,Male,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Very liberal
5e40c06ac0507c307ee951eb,18-24,Male,Christianity,Hispanic or Latino,High school diploma/A-levels,"English, Spanish",Suburban,"$20,000 - $29,999",Very conservative
67f1865fd01a13d73235b647,35-44,Male,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"More than $150,000",Very liberal
67e9c0ac4df4f1277c9a299b,45-54,Female,Christianity,Asian,Undergraduate degree (BA/BSc/other),English,Suburban,"$20,000 - $29,999",Conservative
67f03733938aa3f0d17ce8a8,35-44,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$50,000 - $59,999",Very conservative
67b6527c2942ff8f2697ebe7,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Conservative
606f9bca353fc36aba9ccb8b,25-34,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$50,000 - $59,999",Conservative
66ffd457e1eecae22acf804b,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Conservative
5a6b53f3e70ca900017ab75a,75 and older,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$10,000 - $19,999",Conservative
612b86da38f96808af7bb1da,55-64,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$100,000 - $149,999",Conservative
67acacf033444654db29a196,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$80,000 - $89,999",Conservative
smgummert@yahoo.com,65-74,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$90,000 - $99,999",Conservative
63a3375101319bb7cb39f654,55-64,Female,Christianity,Black or African American,Secondary education (e.g. GED/GCSE),English,Urban,"Less than $10,000",Liberal
67d8b7fa2cc04185f7d10c26,18-24,Female,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Liberal
6694251bbfc3e4a246f8125a,45-54,Female,No Religion,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$100,000 - $149,999",Very liberal
56494d5b6902220012c4acb7,55-64,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"Less than $10,000",Very conservative
561487ad7ffc8a0012812266,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Rural,"$50,000 - $59,999",Very conservative
67c8b346d88fc16b12c1b739,55-64,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Conservative
67eaa46b7bb6cbefdcbde74c,45-54,Female,Christianity,White or Caucasian,Doctorate degree (PhD/other),English,Urban,"$90,000 - $99,999",Very conservative
558f226dfdf99b6ebd36218a,45-54,Male,No Religion,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$80,000 - $89,999",Conservative
66821bd8c0252a33b4c4390f,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Very conservative
678e6eb7170e3a5da7c4ab91,65-74,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Urban,"$20,000 - $29,999",Conservative
677c4503a1918a39cb7b88dd,45-54,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Liberal
612c365b952c2a5244a9bee6,25-34,Female,Christianity,Black and Native American,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Very liberal
5ec62902bb44c16b842128f9,35-44,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Conservative
